date,cash,realized_pnl,open_pnl,total_pnl,portfolio_value,concurrent_positions,peak_value,drawdown,drawdown_pct
2016-11-11,1000000,203870.13,40770.627777686845,244640.75777768684,1244640.757777687,119,1244640.757777687,0.0,0.0
2016-11-18,1000000,203100.93,46792.19419844837,249893.12419844838,1249893.1241984484,180,1249893.1241984484,0.0,0.0
2016-11-25,1000000,199200.89999999997,46914.75719825195,246115.65719825192,1246115.657198252,307,1249893.1241984484,-3777.467000196455,-0.3022232002931395
2016-12-02,1000000,195788.04699999996,38056.54230081607,233844.58930081603,1233844.589300816,315,1249893.1241984484,-16048.534897632431,-1.2839925739990206
2016-12-09,1000000,157754.193,73265.89835661791,231020.09135661792,1231020.0913566179,293,1249893.1241984484,-18873.032841830514,-1.5099717308976892
2016-12-16,1000000,151691.69099999996,83340.62046250308,235032.31146250304,1235032.311462503,291,1249893.1241984484,-14860.812735945452,-1.1889666762888733
2016-12-23,1000000,128358.15899999997,121429.28018123188,249787.43918123184,1249787.439181232,291,1249893.1241984484,-105.685017216485,-0.008455524330071051
2016-12-30,1000000,134807.47799999997,133956.24822319415,268763.72622319416,1268763.726223194,260,1268763.726223194,0.0,0.0
2017-01-06,1000000,174234.72799999997,113237.02820214783,287471.7562021478,1287471.7562021478,210,1287471.7562021478,0.0,0.0
2017-01-13,1000000,182088.072,122650.77067174872,304738.8426717487,1304738.8426717487,203,1304738.8426717487,0.0,0.0
2017-01-20,1000000,219702.118,97309.50878362934,317011.6267836293,1317011.6267836294,219,1317011.6267836294,0.0,0.0
2017-01-27,1000000,226256.87099999996,102677.3396332679,328934.2106332679,1328934.2106332679,224,1328934.2106332679,0.0,0.0
2017-02-03,1000000,219336.46799999996,122022.8484453635,341359.31644536345,1341359.3164453635,214,1341359.3164453635,0.0,0.0
2017-02-10,1000000,218893.46899999998,138698.2008828063,357591.66988280625,1357591.6698828063,222,1357591.6698828063,0.0,0.0
2017-02-17,1000000,222035.90399999998,150756.12561614026,372792.02961614024,1372792.0296161403,248,1372792.0296161403,0.0,0.0
2017-02-24,1000000,227608.21599999996,157804.94631115656,385413.1623111565,1385413.1623111565,267,1385413.1623111565,0.0,0.0
2017-03-03,1000000,265336.773,130231.44709549604,395568.22009549604,1395568.2200954962,236,1395568.2200954962,0.0,0.0
2017-03-10,1000000,263822.865,138858.36453184122,402681.22953184124,1402681.2295318414,224,1402681.2295318414,0.0,0.0
2017-03-17,1000000,269988.99799999996,138955.70621609362,408944.7042160936,1408944.7042160935,207,1408944.7042160935,0.0,0.0
2017-03-24,1000000,257737.23399999997,158292.49576092156,416029.72976092156,1416029.7297609216,184,1416029.7297609216,0.0,0.0
2017-03-31,1000000,260187.464,167968.50115588238,428155.9651558824,1428155.9651558823,188,1428155.9651558823,0.0,0.0
2017-04-07,1000000,252594.18399999998,187366.2362819998,439960.42028199974,1439960.4202819997,201,1439960.4202819997,0.0,0.0
2017-04-14,1000000,266924.057,186588.72140469198,453512.77840469196,1453512.778404692,175,1453512.778404692,0.0,0.0
2017-04-21,1000000,291033.236,175706.41008457745,466739.6460845774,1466739.6460845773,143,1466739.6460845773,0.0,0.0
2017-04-28,1000000,349707.21499999997,128862.05984492655,478569.27484492655,1478569.2748449265,224,1478569.2748449265,0.0,0.0
2017-05-05,1000000,383854.185,89846.75889027772,473700.9438902777,1473700.9438902778,262,1478569.2748449265,-4868.330954648787,-0.3292595779903097
2017-05-12,1000000,376058.33699999994,97111.77972382453,473170.11672382447,1473170.1167238245,270,1478569.2748449265,-5399.158121102024,-0.36516098453813006
2017-05-19,1000000,373814.247,105607.7855279219,479422.03252792184,1479422.0325279217,241,1479422.0325279217,0.0,0.0
2017-05-26,1000000,372634.27199999994,116498.96049751513,489133.23249751504,1489133.2324975152,240,1489133.2324975152,0.0,0.0
2017-06-02,1000000,374682.78099999996,125353.61317620013,500036.3941762001,1500036.3941762,234,1500036.3941762,0.0,0.0
2017-06-09,1000000,373911.57499999995,138829.75371261744,512741.3287126174,1512741.3287126175,252,1512741.3287126175,0.0,0.0
2017-06-16,1000000,407778.72299999994,117857.9816180414,525636.7046180414,1525636.7046180414,231,1525636.7046180414,0.0,0.0
2017-06-23,1000000,423662.834,115761.86507299324,539424.6990729932,1539424.6990729934,220,1539424.6990729934,0.0,0.0
2017-06-30,1000000,436387.94399999996,116937.81158662916,553325.7555866292,1553325.7555866293,224,1553325.7555866293,0.0,0.0
2017-07-07,1000000,449438.022,114445.80573619458,563883.8277361946,1563883.8277361947,195,1563883.8277361947,0.0,0.0
2017-07-14,1000000,482782.995,89937.8372358458,572720.8322358457,1572720.8322358457,182,1572720.8322358457,0.0,0.0
2017-07-21,1000000,475243.906,98931.4694174262,574175.3754174262,1574175.3754174262,223,1574175.3754174262,0.0,0.0
2017-07-28,1000000,487291.67600000004,79961.29439928815,567252.9703992882,1567252.9703992882,234,1574175.3754174262,-6922.405018138001,-0.4397480183110079
2017-08-04,1000000,491469.13300000003,68458.47027728384,559927.6032772838,1559927.6032772837,198,1574175.3754174262,-14247.772140142508,-0.9050943346362795
2017-08-11,1000000,486768.424,76148.55240438526,562916.9764043853,1562916.9764043852,159,1574175.3754174262,-11258.399013041053,-0.7151934396163228
2017-08-18,1000000,481660.73600000003,88776.50473368802,570437.240733688,1570437.240733688,124,1574175.3754174262,-3738.13468373823,-0.2374662151443567
2017-08-25,1000000,481503.311,101836.11069131308,583339.421691313,1583339.421691313,118,1583339.421691313,0.0,0.0
2017-09-01,1000000,478368.48099999997,119259.32721533347,597627.8082153334,1597627.8082153334,144,1597627.8082153334,0.0,0.0
2017-09-08,1000000,479927.03099999996,132410.02291759624,612337.0539175962,1612337.0539175961,202,1612337.0539175961,0.0,0.0
2017-09-15,1000000,490541.259,135646.38527239807,626187.6442723981,1626187.6442723982,263,1626187.6442723982,0.0,0.0
2017-09-22,1000000,489572.072,151851.46014898567,641423.5321489857,1641423.5321489857,275,1641423.5321489857,0.0,0.0
2017-09-29,1000000,483892.80799999996,175711.59046140237,659604.3984614024,1659604.3984614024,261,1659604.3984614024,0.0,0.0
2017-10-06,1000000,495608.948,181644.14221315773,677253.0902131577,1677253.0902131577,285,1677253.0902131577,0.0,0.0
2017-10-13,1000000,490716.95800000004,201061.3423184162,691778.3003184162,1691778.3003184162,294,1691778.3003184162,0.0,0.0
2017-10-20,1000000,487742.47500000003,218590.36145685383,706332.8364568539,1706332.836456854,280,1706332.836456854,0.0,0.0
2017-10-27,1000000,530960.985,189071.57314082372,720032.5581408237,1720032.5581408236,250,1720032.5581408236,0.0,0.0
2017-11-03,1000000,560242.1540000001,177934.7100152833,738176.8640152834,1738176.8640152835,205,1738176.8640152835,0.0,0.0
2017-11-10,1000000,579702.0319999999,175106.03486601892,754808.0668660188,1754808.0668660188,187,1754808.0668660188,0.0,0.0
2017-11-17,1000000,579704.335,193594.13177503194,773298.4667750319,1773298.4667750318,187,1773298.4667750318,0.0,0.0
2017-11-24,1000000,605206.1579999999,185561.87156783766,790768.0295678376,1790768.0295678377,196,1790768.0295678377,0.0,0.0
2017-12-01,1000000,611796.94,194605.89292414114,806402.8329241411,1806402.832924141,212,1806402.832924141,0.0,0.0
2017-12-08,1000000,621941.759,196627.21939147217,818568.9783914721,1818568.9783914723,207,1818568.9783914723,0.0,0.0
2017-12-15,1000000,635767.6089999999,194565.50370550054,830333.1127055004,1830333.1127055003,201,1830333.1127055003,0.0,0.0
2017-12-22,1000000,652345.4809999999,191911.0955786252,844256.5765786251,1844256.576578625,205,1844256.576578625,0.0,0.0
