date,value,cash,positions,peak,dd,month,year
2019-05-01,1572171.8399999999,1108174.68,40,1572171.8399999999,0.0,2019-05,2019
2019-05-02,1573905.6400000001,1108756.34,40,1573905.6400000001,0.0,2019-05,2019
2019-05-03,1579495.98,1088845.24,42,1579495.98,0.0,2019-05,2019
2019-05-06,1584355.4099999997,1120411.0899999999,39,1584355.4099999997,0.0,2019-05,2019
2019-05-07,1586058.9699999997,1143333.8399999999,37,1586058.9699999997,0.0,2019-05,2019
2019-05-08,1586563.55,1145014.75,37,1586563.55,0.0,2019-05,2019
2019-05-09,1586063.9,1137464.5499999998,38,1586563.55,-0.031492592906230556,2019-05,2019
2019-05-10,1586620.2799999998,1164658.9099999997,36,1586620.2799999998,0.0,2019-05,2019
2019-05-13,1584076.1699999995,1189259.6199999996,34,1586620.2799999998,-0.16034775504069163,2019-05,2019
2019-05-14,1583803.6299999994,1224397.8499999994,31,1586620.2799999998,-0.17752514798313135,2019-05,2019
2019-05-15,1585564.2099999993,1243950.5699999994,29,1586620.2799999998,-0.06656097954329256,2019-05,2019
2019-05-16,1587254.9599999995,1256874.0799999994,28,1587254.9599999995,0.0,2019-05,2019
2019-05-17,1587236.0299999993,1280890.9099999995,26,1587254.9599999995,-0.0011926250336094489,2019-05,2019
2019-05-20,1585568.0599999994,1333591.4799999993,22,1587254.9599999995,-0.10627782193228368,2019-05,2019
2019-05-21,1584898.0299999993,1356321.2499999993,20,1587254.9599999995,-0.14849095195142237,2019-05,2019
2019-05-22,1584693.8699999994,1364866.3099999994,19,1587254.9599999995,-0.16135340978868853,2019-05,2019
2019-05-23,1584992.1599999995,1399295.5899999994,16,1587254.9599999995,-0.14256058774578012,2019-05,2019
2019-05-24,1585560.9399999995,1399295.5899999994,16,1587254.9599999995,-0.10672639510920282,2019-05,2019
2019-05-28,1586192.7299999993,1389296.2299999993,17,1587254.9599999995,-0.06692245586053891,2019-05,2019
2019-05-29,1585946.8499999992,1398495.8699999992,16,1587254.9599999995,-0.08241335090868676,2019-05,2019
2019-05-30,1585401.0899999992,1398495.8699999992,16,1587254.9599999995,-0.11679724094233387,2019-05,2019
2019-05-31,1584292.7499999993,1398495.8699999992,16,1587254.9599999995,-0.18662471213825638,2019-05,2019
2019-06-03,1582039.5799999991,1398495.8699999992,16,1587254.9599999995,-0.32857859206187995,2019-06,2019
2019-06-04,1580486.5799999994,1422302.7499999993,14,1587254.9599999995,-0.4264204661864861,2019-06,2019
2019-06-05,1581600.6799999992,1433578.1599999992,13,1587254.9599999995,-0.3562301043305772,2019-06,2019
2019-06-06,1582418.4099999992,1433578.1599999992,13,1587254.9599999995,-0.3047116009642384,2019-06,2019
2019-06-07,1583581.7499999993,1433578.1599999992,13,1587254.9599999995,-0.2314190279802431,2019-06,2019
2019-06-10,1584860.6199999994,1423601.2799999993,14,1587254.9599999995,-0.1508478511858035,2019-06,2019
2019-06-11,1585998.3199999994,1423601.2799999993,14,1587254.9599999995,-0.07917064565355844,2019-06,2019
2019-06-12,1586702.6099999994,1423601.2799999993,14,1587254.9599999995,-0.034799072229712444,2019-06,2019
2019-06-13,1585359.8799999992,1435135.6599999992,13,1587254.9599999995,-0.11939354720934739,2019-06,2019
2019-06-14,1585965.4499999993,1435135.6599999992,13,1587254.9599999995,-0.08124151648581035,2019-06,2019
2019-06-17,1586392.4299999992,1435135.6599999992,13,1587254.9599999995,-0.05434098627735654,2019-06,2019
2019-06-18,1586725.2099999993,1405154.6699999992,16,1587254.9599999995,-0.03337523040408285,2019-06,2019
2019-06-19,1588301.6399999992,1405154.6699999992,16,1588301.6399999992,0.0,2019-06,2019
2019-06-20,1589065.4899999993,1407353.1499999992,16,1589065.4899999993,0.0,2019-06,2019
2019-06-21,1588934.3199999991,1407353.1499999992,16,1589065.4899999993,-0.008254537073872165,2019-06,2019
2019-06-24,1588315.2599999993,1397356.4899999993,17,1589065.4899999993,-0.047212025226221595,2019-06,2019
2019-06-25,1586582.5399999993,1397356.4899999993,17,1589065.4899999993,-0.15625221336849712,2019-06,2019
2019-06-26,1584792.3799999994,1397356.4899999993,17,1589065.4899999993,-0.2689071046404684,2019-06,2019
2019-06-27,1584474.4999999993,1408903.0799999994,16,1589065.4899999993,-0.28891131478791304,2019-06,2019
2019-06-28,1584172.2399999995,1368989.1599999995,20,1589065.4899999993,-0.3079325572667096,2019-06,2019
2019-07-01,1585315.0099999995,1368989.1599999995,20,1589065.4899999993,-0.23601796298526062,2019-07,2019
2019-07-02,1586260.5999999994,1368989.1599999995,20,1589065.4899999993,-0.17651191959369145,2019-07,2019
2019-07-03,1587746.3099999996,1368989.1599999995,20,1589065.4899999993,-0.08301608765033985,2019-07,2019
2019-07-05,1589186.9699999993,1358989.3199999994,21,1589186.9699999993,0.0,2019-07,2019
2019-07-08,1589920.2899999996,1368045.3699999994,20,1589920.2899999996,0.0,2019-07,2019
2019-07-09,1591452.6999999995,1368045.3699999994,20,1591452.6999999995,0.0,2019-07,2019
2019-07-10,1593245.2599999993,1368045.3699999994,20,1593245.2599999993,0.0,2019-07,2019
2019-07-11,1593836.3299999994,1368045.3699999994,20,1593836.3299999994,0.0,2019-07,2019
2019-07-12,1594304.5999999994,1368045.3699999994,20,1594304.5999999994,0.0,2019-07,2019
2019-07-15,1594511.3699999994,1358050.2199999995,21,1594511.3699999994,0.0,2019-07,2019
2019-07-16,1594115.1599999995,1370533.9499999995,20,1594511.3699999994,-0.024848364674876097,2019-07,2019
2019-07-17,1593503.3699999996,1360545.0299999996,21,1594511.3699999994,-0.06321685871702298,2019-07,2019
2019-07-18,1593531.6299999997,1381158.6899999997,19,1594511.3699999994,-0.06144452892799117,2019-07,2019
2019-07-19,1594108.0599999998,1381158.6899999997,19,1594511.3699999994,-0.025293642151927104,2019-07,2019
2019-07-22,1594500.5099999998,1381158.6899999997,19,1594511.3699999994,-0.0006810863944881614,2019-07,2019
2019-07-23,1594316.0799999996,1361165.2899999996,21,1594511.3699999994,-0.012247639225037606,2019-07,2019
2019-07-24,1595404.7799999998,1329255.0399999998,24,1595404.7799999998,0.0,2019-07,2019
2019-07-25,1597217.0999999996,1333673.2799999998,24,1597217.0999999996,0.0,2019-07,2019
2019-07-26,1599568.7299999997,1302589.9799999997,28,1599568.7299999997,0.0,2019-07,2019
2019-07-29,1602141.15,1302589.9799999997,28,1602141.15,0.0,2019-07,2019
2019-07-30,1604485.9199999997,1304526.3799999997,28,1604485.9199999997,0.0,2019-07,2019
2019-07-31,1605542.8499999996,1254654.6699999997,33,1605542.8499999996,0.0,2019-07,2019
2019-08-01,1607820.6299999994,1234678.8499999996,35,1607820.6299999994,0.0,2019-08,2019
2019-08-02,1608911.1699999997,1234678.8499999996,35,1608911.1699999997,0.0,2019-08,2019
2019-08-05,1606567.2299999995,1246877.6099999996,34,1608911.1699999997,-0.1456848608988262,2019-08,2019
2019-08-06,1604911.6999999997,1246336.1999999997,34,1608911.1699999997,-0.24858239998420628,2019-08,2019
2019-08-07,1605565.8099999996,1244997.2499999998,34,1608911.1699999997,-0.20792695472429987,2019-08,2019
2019-08-08,1609559.2399999998,1234997.7499999998,35,1609559.2399999998,0.0,2019-08,2019
2019-08-09,1612469.8099999998,1243662.5599999998,34,1612469.8099999998,0.0,2019-08,2019
2019-08-12,1613846.25,1252819.38,33,1613846.25,0.0,2019-08,2019
2019-08-13,1617882.05,1262749.42,32,1617882.05,0.0,2019-08,2019
2019-08-14,1617760.24,1262749.42,32,1617882.05,-0.007528979013028538,2019-08,2019
2019-08-15,1618260.94,1272209.92,31,1618260.94,0.0,2019-08,2019
2019-08-16,1620190.0699999998,1272209.92,31,1620190.0699999998,0.0,2019-08,2019
2019-08-19,1622949.0399999998,1272209.92,31,1622949.0399999998,0.0,2019-08,2019
2019-08-20,1625712.69,1272209.92,31,1625712.69,0.0,2019-08,2019
2019-08-21,1629840.4,1284440.04,30,1629840.4,0.0,2019-08,2019
2019-08-22,1631758.9500000002,1274442.06,31,1631758.9500000002,0.0,2019-08,2019
2019-08-23,1629813.63,1283868.94,30,1631758.9500000002,-0.11921613789832732,2019-08,2019
2019-08-26,1627956.13,1283868.94,30,1631758.9500000002,-0.2330503534238496,2019-08,2019
2019-08-27,1625734.05,1283868.94,30,1631758.9500000002,-0.3692273298087404,2019-08,2019
2019-08-28,1625235.5599999998,1297116.5799999998,29,1631758.9500000002,-0.3997765723914284,2019-08,2019
2019-08-29,1625839.5799999998,1287118.66,30,1631758.9500000002,-0.36276007556142675,2019-08,2019
2019-08-30,1625115.6799999997,1296679.41,29,1631758.9500000002,-0.40712324574659037,2019-08,2019
2019-09-03,1625854.81,1296679.41,29,1631758.9500000002,-0.3618267269194466,2019-09,2019
2019-09-04,1625430.7,1310316.76,28,1631758.9500000002,-0.3878176981961847,2019-09,2019
2019-09-05,1625454.92,1322550.92,27,1631758.9500000002,-0.3863334103361443,2019-09,2019
2019-09-06,1625858.7899999998,1322550.92,27,1631758.9500000002,-0.36158281834460787,2019-09,2019
2019-09-09,1626208.17,1334731.97,26,1631758.9500000002,-0.34017156762034373,2019-09,2019
2019-09-10,1627260.1199999999,1334731.97,26,1631758.9500000002,-0.2757043250781806,2019-09,2019
2019-09-11,1628918.86,1314973.11,28,1631758.9500000002,-0.17405083024058693,2019-09,2019
2019-09-12,1631854.4000000001,1327700.7100000002,27,1631854.4000000001,0.0,2019-09,2019
2019-09-13,1633980.8900000004,1317712.0600000003,28,1633980.8900000004,0.0,2019-09,2019
2019-09-16,1635556.7400000002,1318230.2800000003,28,1635556.7400000002,0.0,2019-09,2019
2019-09-17,1635708.3900000001,1318230.2800000003,28,1635708.3900000001,0.0,2019-09,2019
2019-09-18,1635491.24,1288233.37,31,1635708.3900000001,-0.013275593701646275,2019-09,2019
2019-09-19,1635874.48,1288233.37,31,1635874.48,0.0,2019-09,2019
2019-09-20,1635112.5900000003,1291160.6800000002,31,1635874.48,-0.04657386671865342,2019-09,2019
2019-09-23,1634299.8800000001,1289543.9200000002,31,1635874.48,-0.09625432875509253,2019-09,2019
2019-09-24,1633528.4200000002,1289543.9200000002,31,1635874.48,-0.14341320368295146,2019-09,2019
2019-09-25,1634505.4800000002,1289543.9200000002,31,1635874.48,-0.08368612731214972,2019-09,2019
2019-09-26,1633229.62,1289543.9200000002,31,1635874.48,-0.1616786637566392,2019-09,2019
2019-09-27,1630528.1800000002,1298189.86,30,1635874.48,-0.3268160280854686,2019-09,2019
2019-09-30,1628375.0300000003,1308674.1,29,1635874.48,-0.4584367622141597,2019-09,2019
2019-10-01,1625042.61,1308674.1,29,1635874.48,-0.6621455455433157,2019-10,2019
2019-10-02,1621549.0200000003,1317266.6700000002,28,1635874.48,-0.8757065517642728,2019-10,2019
2019-10-03,1619551.52,1328851.32,27,1635874.48,-0.9978124972033283,2019-10,2019
2019-10-04,1619964.08,1342480.76,26,1635874.48,-0.9725929583545987,2019-10,2019
2019-10-07,1620572.69,1342480.76,26,1635874.48,-0.9353890036844414,2019-10,2019
2019-10-08,1619926.3399999999,1353463.16,25,1635874.48,-0.9748999813237584,2019-10,2019
2019-10-09,1620535.88,1353463.16,25,1635874.48,-0.9376391763260524,2019-10,2019
2019-10-10,1621673.73,1364147.0599999998,24,1635874.48,-0.8680831062295195,2019-10,2019
2019-10-11,1624242.3999999997,1364147.0599999998,24,1635874.48,-0.711061890274143,2019-10,2019
2019-10-14,1626229.93,1364147.0599999998,24,1635874.48,-0.5895654047980531,2019-10,2019
2019-10-15,1629603.0399999998,1364147.0599999998,24,1635874.48,-0.3833692668156408,2019-10,2019
2019-10-16,1631723.2399999998,1364147.0599999998,24,1635874.48,-0.2537627459045772,2019-10,2019
2019-10-17,1633961.3399999996,1424677.8399999996,19,1635874.48,-0.11694907056685444,2019-10,2019
2019-10-18,1635999.1299999997,1424677.8399999996,19,1635999.1299999997,0.0,2019-10,2019
2019-10-21,1637919.3599999999,1455805.2099999997,16,1637919.3599999999,0.0,2019-10,2019
2019-10-22,1637938.4999999998,1455805.2099999997,16,1637938.4999999998,0.0,2019-10,2019
2019-10-23,1637831.2299999995,1478742.9899999995,14,1637938.4999999998,-0.006549085939444703,2019-10,2019
2019-10-24,1637991.5199999998,1495236.5999999999,13,1637991.5199999998,0.0,2019-10,2019
2019-10-25,1638626.0899999999,1496052.0199999998,13,1638626.0899999999,0.0,2019-10,2019
2019-10-28,1641746.0999999999,1486063.64,14,1641746.0999999999,0.0,2019-10,2019
2019-10-29,1643251.44,1466069.92,16,1643251.44,0.0,2019-10,2019
2019-10-30,1645273.9699999997,1457519.0899999999,17,1645273.9699999997,0.0,2019-10,2019
2019-10-31,1647391.0699999998,1437548.2999999998,19,1647391.0699999998,0.0,2019-10,2019
2019-11-01,1651316.0,1411080.8599999999,22,1651316.0,0.0,2019-11,2019
2019-11-04,1655157.51,1401091.73,23,1655157.51,0.0,2019-11,2019
2019-11-05,1658407.5300000003,1380088.9100000001,25,1658407.5300000003,0.0,2019-11,2019
2019-11-06,1662809.51,1370097.11,26,1662809.51,0.0,2019-11,2019
2019-11-07,1665413.63,1352994.88,28,1665413.63,0.0,2019-11,2019
2019-11-08,1669116.19,1332997.8699999999,30,1669116.19,0.0,2019-11,2019
2019-11-11,1672033.38,1332997.8699999999,30,1672033.38,0.0,2019-11,2019
2019-11-12,1673237.23,1332997.8699999999,30,1673237.23,0.0,2019-11,2019
2019-11-13,1673180.71,1342060.7699999998,29,1673237.23,-0.0033778832425345106,2019-11,2019
2019-11-14,1672576.47,1361758.7999999998,28,1673237.23,-0.03948991739802546,2019-11,2019
2019-11-15,1673776.8099999998,1351775.8199999998,29,1673776.8099999998,0.0,2019-11,2019
2019-11-18,1674402.4999999998,1341776.4599999997,30,1674402.4999999998,0.0,2019-11,2019
2019-11-19,1674029.3999999997,1341776.4599999997,30,1674402.4999999998,-0.022282575426165047,2019-11,2019
2019-11-20,1672504.5799999996,1341776.4599999997,30,1674402.4999999998,-0.11334909019785618,2019-11,2019
2019-11-21,1671059.0999999996,1342796.9799999997,30,1674402.4999999998,-0.19967719828417244,2019-11,2019
2019-11-22,1670367.25,1341834.3199999998,30,1674402.4999999998,-0.24099641513911785,2019-11,2019
2019-11-25,1672022.8499999999,1321857.41,32,1674402.4999999998,-0.14211935302293846,2019-11,2019
2019-11-26,1673790.05,1311862.1099999999,33,1674402.4999999998,-0.03657722680178276,2019-11,2019
2019-11-27,1676241.92,1321477.2599999998,32,1676241.92,0.0,2019-11,2019
2019-11-29,1678896.9699999997,1321477.2599999998,32,1678896.9699999997,0.0,2019-11,2019
2019-12-02,1679242.7499999995,1331177.9999999995,31,1679242.7499999995,0.0,2019-12,2019
2019-12-03,1679928.2299999995,1340659.1499999994,30,1679928.2299999995,0.0,2019-12,2019
2019-12-04,1680934.5099999995,1340659.1499999994,30,1680934.5099999995,0.0,2019-12,2019
2019-12-05,1683764.9199999995,1351401.5499999993,29,1683764.9199999995,0.0,2019-12,2019
2019-12-06,1687048.1799999995,1341422.9099999995,30,1687048.1799999995,0.0,2019-12,2019
2019-12-09,1689931.5199999996,1341422.9099999995,30,1689931.5199999996,0.0,2019-12,2019
2019-12-10,1692621.6999999993,1341422.9099999995,30,1692621.6999999993,0.0,2019-12,2019
2019-12-11,1695199.3799999994,1331494.4599999995,31,1695199.3799999994,0.0,2019-12,2019
2019-12-12,1697120.9299999995,1343366.1199999994,30,1697120.9299999995,0.0,2019-12,2019
2019-12-13,1698589.4499999995,1343366.1199999994,30,1698589.4499999995,0.0,2019-12,2019
2019-12-16,1700450.8299999991,1343236.6899999992,30,1700450.8299999991,0.0,2019-12,2019
2019-12-17,1703891.8899999992,1343236.6899999992,30,1703891.8899999992,0.0,2019-12,2019
2019-12-18,1706909.499999999,1333237.3299999991,31,1706909.499999999,0.0,2019-12,2019
2019-12-19,1710008.1299999992,1333237.3299999991,31,1710008.1299999992,0.0,2019-12,2019
2019-12-20,1711321.6399999992,1313284.1499999992,33,1711321.6399999992,0.0,2019-12,2019
2019-12-23,1712732.7899999993,1293386.9499999993,35,1712732.7899999993,0.0,2019-12,2019
2019-12-24,1714230.0499999993,1273434.9399999992,37,1714230.0499999993,0.0,2019-12,2019
2019-12-26,1716222.3999999992,1273434.9399999992,37,1716222.3999999992,0.0,2019-12,2019
2019-12-27,1717249.3499999994,1285459.2399999993,36,1717249.3499999994,0.0,2019-12,2019
2019-12-30,1716402.3299999994,1275460.0899999994,37,1717249.3499999994,-0.04932422888964953,2019-12,2019
2019-12-31,1718443.1999999995,1275460.0899999994,37,1718443.1999999995,0.0,2019-12,2019
2020-01-02,1720640.9699999995,1285537.6899999995,36,1720640.9699999995,0.0,2020-01,2020
2020-01-03,1720941.7099999995,1275542.5499999996,37,1720941.7099999995,0.0,2020-01,2020
2020-01-06,1720924.8499999996,1277111.7499999995,37,1720941.7099999995,-0.0009796961687836376,2020-01,2020
2020-01-07,1722383.6999999995,1277111.7499999995,37,1722383.6999999995,0.0,2020-01,2020
2020-01-08,1724028.5999999996,1257149.2599999995,39,1724028.5999999996,0.0,2020-01,2020
2020-01-09,1726594.0899999994,1255952.4599999995,39,1726594.0899999994,0.0,2020-01,2020
2020-01-10,1728234.9499999993,1256012.3399999994,39,1728234.9499999993,0.0,2020-01,2020
2020-01-13,1730305.1399999997,1266955.1999999995,38,1730305.1399999997,0.0,2020-01,2020
2020-01-14,1733905.4499999993,1256963.3999999994,39,1733905.4499999993,0.0,2020-01,2020
2020-01-15,1737086.4899999995,1249338.2099999995,40,1737086.4899999995,0.0,2020-01,2020
2020-01-16,1740790.1799999997,1239410.8799999994,41,1740790.1799999997,0.0,2020-01,2020
2020-01-17,1742812.6799999995,1242312.3299999994,41,1742812.6799999995,0.0,2020-01,2020
2020-01-21,1744363.3499999994,1212391.8899999994,44,1744363.3499999994,0.0,2020-01,2020
2020-01-22,1746482.2199999995,1224483.0599999994,43,1746482.2199999995,0.0,2020-01,2020
2020-01-23,1749145.4599999993,1214702.4899999993,44,1749145.4599999993,0.0,2020-01,2020
2020-01-24,1748801.4899999993,1225375.2399999993,43,1749145.4599999993,-0.019665031174707005,2020-01,2020
2020-01-27,1746426.4599999993,1235601.7999999993,42,1749145.4599999993,-0.15544733483743547,2020-01,2020
2020-01-28,1744566.4899999995,1275926.9799999995,40,1749145.4599999993,-0.2617832595809237,2020-01,2020
2020-01-29,1741826.2899999996,1292586.5099999995,39,1749145.4599999993,-0.4184426148297407,2020-01,2020
2020-01-30,1740116.5199999996,1347643.9499999995,34,1749145.4599999993,-0.516191489300136,2020-01,2020
2020-01-31,1736334.6599999997,1399035.5199999996,29,1749145.4599999993,-0.7324033531207625,2020-01,2020
2020-02-03,1735128.7999999996,1417502.0199999996,27,1749145.4599999993,-0.801343302803398,2020-02,2020
2020-02-04,1737173.9999999995,1417502.0199999996,27,1749145.4599999993,-0.6844176355692988,2020-02,2020
2020-02-05,1737627.0899999996,1468982.9799999995,23,1749145.4599999993,-0.6585141295224041,2020-02,2020
2020-02-06,1738488.8199999994,1480472.9199999995,22,1749145.4599999993,-0.609248358338357,2020-02,2020
2020-02-07,1738562.3899999994,1480472.9199999995,22,1749145.4599999993,-0.6050423044862053,2020-02,2020
2020-02-10,1739351.4899999995,1490293.9199999995,21,1749145.4599999993,-0.5599288466266118,2020-02,2020
2020-02-11,1740143.4499999995,1500836.9999999995,20,1749145.4599999993,-0.5146518803530371,2020-02,2020
2020-02-12,1742020.0499999996,1490861.1299999994,21,1749145.4599999993,-0.4073652056358816,2020-02,2020
2020-02-13,1743938.1499999992,1502097.5399999993,20,1749145.4599999993,-0.297705943792694,2020-02,2020
2020-02-14,1744793.2399999993,1482154.1199999992,22,1749145.4599999993,-0.248819786548797,2020-02,2020
2020-02-18,1746740.229999999,1492456.3599999992,21,1749145.4599999993,-0.1375088610412204,2020-02,2020
2020-02-19,1749500.3899999994,1452515.9999999995,25,1749500.3899999994,0.0,2020-02,2020
2020-02-20,1752804.1099999996,1434357.5399999996,27,1752804.1099999996,0.0,2020-02,2020
2020-02-21,1754111.6699999995,1446855.0599999996,26,1754111.6699999995,0.0,2020-02,2020
2020-02-24,1751210.0799999996,1455605.8899999997,25,1754111.6699999995,-0.1654164925543111,2020-02,2020
2020-02-25,1747300.3899999997,1459570.1699999997,25,1754111.6699999995,-0.38830367054110054,2020-02,2020
2020-02-26,1743410.4099999997,1459570.1699999997,25,1754111.6699999995,-0.6100672028480251,2020-02,2020
2020-02-27,1736881.4199999997,1468350.9699999997,24,1754111.6699999995,-0.9822778272719532,2020-02,2020
2020-02-28,1731147.54,1496589.17,21,1754111.6699999995,-1.3091600946933686,2020-02,2020
2020-03-02,1728715.81,1504849.92,20,1754111.6699999995,-1.4477903792749645,2020-03,2020
2020-03-03,1725853.4200000002,1542346.1300000001,17,1754111.6699999995,-1.6109721224304558,2020-03,2020
2020-03-04,1727653.3,1555678.61,16,1754111.6699999995,-1.5083629196765689,2020-03,2020
2020-03-05,1728357.9100000001,1568297.2300000002,15,1754111.6699999995,-1.4681938693218612,2020-03,2020
2020-03-06,1728032.8000000003,1577759.2000000002,14,1754111.6699999995,-1.4867280371037717,2020-03,2020
2020-03-09,1724239.5300000005,1614068.2200000004,10,1754111.6699999995,-1.7029782374117022,2020-03,2020
2020-03-10,1723961.8600000003,1633749.7300000004,8,1754111.6699999995,-1.718807902349748,2020-03,2020
2020-03-11,1722806.5600000005,1642955.3300000005,7,1754111.6699999995,-1.7846702998104418,2020-03,2020
2020-03-12,1719883.7900000005,1664576.1200000006,5,1754111.6699999995,-1.9512942411470855,2020-03,2020
2020-03-13,1718773.1200000006,1664467.0000000005,5,1754111.6699999995,-2.014612330810096,2020-03,2020
2020-03-16,1717108.1100000006,1674280.7600000005,4,1754111.6699999995,-2.109532741435949,2020-03,2020
2020-03-17,1716942.8000000005,1683171.3200000005,3,1754111.6699999995,-2.118956884882874,2020-03,2020
2020-03-18,1716826.6500000006,1693937.3500000006,2,1754111.6699999995,-2.125578470155145,2020-03,2020
2020-03-19,1717150.1900000006,1693937.3500000006,2,1754111.6699999995,-2.1071338063670044,2020-03,2020
2020-03-20,1717001.8300000005,1693937.3500000006,2,1754111.6699999995,-2.1155916487345947,2020-03,2020
2020-03-23,1716279.4900000005,1693937.3500000006,2,1754111.6699999995,-2.1567714671209623,2020-03,2020
2020-03-24,1715841.3900000006,1702963.8900000006,1,1754111.6699999995,-2.1817470720093253,2020-03,2020
2020-03-25,1715841.3900000006,1702963.8900000006,1,1754111.6699999995,-2.1817470720093253,2020-03,2020
2020-03-26,1715790.8900000006,1702963.8900000006,1,1754111.6699999995,-2.184626022127706,2020-03,2020
2020-03-27,1715639.3900000006,1702963.8900000006,1,1754111.6699999995,-2.1932628724828493,2020-03,2020
2020-03-30,1715336.3900000006,1702963.8900000006,1,1754111.6699999995,-2.210536573193135,2020-03,2020
2020-03-31,1715083.8900000006,1702963.8900000006,1,1754111.6699999995,-2.2249313237850403,2020-03,2020
2020-04-01,1714679.8900000006,1702963.8900000006,1,1754111.6699999995,-2.2479629247320885,2020-04,2020
2020-04-02,1714326.3900000006,1714326.3900000006,0,1754111.6699999995,-2.2681155755607554,2020-04,2020
2020-04-03,1714326.3900000006,1714326.3900000006,0,1754111.6699999995,-2.2681155755607554,2020-04,2020
2020-04-06,1714326.3900000006,1714326.3900000006,0,1754111.6699999995,-2.2681155755607554,2020-04,2020
2020-04-07,1714326.3900000006,1714326.3900000006,0,1754111.6699999995,-2.2681155755607554,2020-04,2020
2020-04-08,1714326.3900000006,1714326.3900000006,0,1754111.6699999995,-2.2681155755607554,2020-04,2020
2020-04-09,1714326.3900000006,1714326.3900000006,0,1754111.6699999995,-2.2681155755607554,2020-04,2020
2020-04-13,1714326.3900000006,1714326.3900000006,0,1754111.6699999995,-2.2681155755607554,2020-04,2020
2020-04-14,1714326.3900000006,1714326.3900000006,0,1754111.6699999995,-2.2681155755607554,2020-04,2020
2020-04-15,1714326.3900000006,1714326.3900000006,0,1754111.6699999995,-2.2681155755607554,2020-04,2020
2020-04-16,1714326.3900000006,1714326.3900000006,0,1754111.6699999995,-2.2681155755607554,2020-04,2020
2020-04-17,1714326.3900000006,1714326.3900000006,0,1754111.6699999995,-2.2681155755607554,2020-04,2020
2020-04-20,1714326.3900000006,1694452.9500000007,2,1754111.6699999995,-2.2681155755607554,2020-04,2020
2020-04-21,1714577.5900000005,1684455.4500000007,3,1754111.6699999995,-2.2537949365560586,2020-04,2020
2020-04-22,1715154.2700000007,1684455.4500000007,3,1754111.6699999995,-2.220919036471535,2020-04,2020
2020-04-23,1715664.2500000007,1684455.4500000007,3,1754111.6699999995,-2.1918456308998144,2020-04,2020
2020-04-24,1716253.9500000007,1684455.4500000007,3,1754111.6699999995,-2.1582274747649803,2020-04,2020
2020-04-27,1717361.3100000008,1674462.4900000007,4,1754111.6699999995,-2.0950980846047687,2020-04,2020
2020-04-28,1717985.8900000006,1664462.7700000007,5,1754111.6699999995,-2.059491457576294,2020-04,2020
2020-04-29,1719002.8500000008,1664462.7700000007,5,1754111.6699999995,-2.001515673172545,2020-04,2020
2020-04-30,1719632.9600000007,1664462.7700000007,5,1754111.6699999995,-1.9655937868538784,2020-04,2020
2020-05-01,1719460.6500000006,1654463.1700000006,6,1754111.6699999995,-1.9754169926934506,2020-05,2020
2020-05-04,1720531.1600000006,1654463.1700000006,6,1754111.6699999995,-1.914388380985964,2020-05,2020
2020-05-05,1721565.3200000005,1654463.1700000006,6,1754111.6699999995,-1.8554320432745846,2020-05,2020
2020-05-06,1722174.4200000009,1634843.5700000008,8,1754111.6699999995,-1.8207079142229645,2020-05,2020
2020-05-07,1725936.3500000008,1624914.1700000009,9,1754111.6699999995,-1.6062443732558187,2020-05,2020
2020-05-08,1728852.1500000008,1624914.1700000009,9,1754111.6699999995,-1.4400177840444235,2020-05,2020
2020-05-11,1732898.750000001,1614926.4200000009,10,1754111.6699999995,-1.209325515746585,2020-05,2020
2020-05-12,1737127.770000001,1594952.1500000008,12,1754111.6699999995,-0.9682336814963733,2020-05,2020
2020-05-13,1741071.8500000008,1594952.1500000008,12,1754111.6699999995,-0.7433859669834288,2020-05,2020
2020-05-14,1743737.2200000007,1585021.0400000007,13,1754111.6699999995,-0.591436119913551,2020-05,2020
2020-05-15,1746850.6700000009,1575032.8400000008,14,1754111.6699999995,-0.4139417190011971,2020-05,2020
2020-05-18,1749786.5100000007,1565034.6000000008,15,1754111.6699999995,-0.24657267116857806,2020-05,2020
2020-05-19,1752532.3500000008,1555074.1700000009,16,1754111.6699999995,-0.09003531685064661,2020-05,2020
2020-05-20,1755396.3800000008,1545077.770000001,17,1755396.3800000008,0.0,2020-05,2020
2020-05-21,1757052.600000001,1545077.770000001,17,1757052.600000001,0.0,2020-05,2020
2020-05-22,1758153.600000001,1545077.770000001,17,1758153.600000001,0.0,2020-05,2020
2020-05-26,1758051.890000001,1566588.050000001,16,1758153.600000001,-0.005785046312219972,2020-05,2020
2020-05-27,1758548.6900000009,1546588.510000001,18,1758548.6900000009,0.0,2020-05,2020
2020-05-28,1758778.740000001,1536614.000000001,19,1758778.740000001,0.0,2020-05,2020
2020-05-29,1759523.630000001,1526690.080000001,20,1759523.630000001,0.0,2020-05,2020
2020-06-01,1761520.800000001,1516691.080000001,21,1761520.800000001,0.0,2020-06,2020
2020-06-02,1763851.240000001,1486754.320000001,24,1763851.240000001,0.0,2020-06,2020
2020-06-03,1765454.510000001,1485207.730000001,24,1765454.510000001,0.0,2020-06,2020
2020-06-04,1765510.3100000008,1475481.3300000008,25,1765510.3100000008,0.0,2020-06,2020
2020-06-05,1766840.1300000008,1475481.3300000008,25,1766840.1300000008,0.0,2020-06,2020
2020-06-08,1768858.8600000008,1475481.3300000008,25,1768858.8600000008,0.0,2020-06,2020
