date,value,cash,positions,peak,dd,month,year
2021-11-04,2349002.8800000018,1973283.5200000016,32,2349002.8800000018,0.0,2021-11,2021
2021-11-05,2354194.250000002,1945088.590000002,35,2354194.250000002,0.0,2021-11,2021
2021-11-08,2360589.3400000017,1957432.890000002,34,2360589.3400000017,0.0,2021-11,2021
2021-11-09,2364687.660000002,1979507.280000002,33,2364687.660000002,0.0,2021-11,2021
2021-11-10,2365677.690000002,1959601.080000002,35,2365677.690000002,0.0,2021-11,2021
2021-11-11,2368302.150000002,1959601.080000002,35,2368302.150000002,0.0,2021-11,2021
2021-11-12,2370583.0500000017,1959601.080000002,35,2370583.0500000017,0.0,2021-11,2021
2021-11-15,2370876.920000002,1950887.7800000021,36,2370876.920000002,0.0,2021-11,2021
2021-11-16,2371704.380000002,1950887.7800000021,36,2371704.380000002,0.0,2021-11,2021
2021-11-17,2371554.700000002,1950887.7800000021,36,2371704.380000002,-0.0063110732206923485,2021-11,2021
2021-11-18,2369814.100000002,1962053.7800000021,35,2371704.380000002,-0.07970133276054661,2021-11,2021
2021-11-19,2367964.950000002,1962053.7800000021,35,2371704.380000002,-0.15766846962605705,2021-11,2021
2021-11-22,2365019.5200000023,1991881.3100000022,32,2371704.380000002,-0.28185890519795154,2021-11,2021
2021-11-23,2361947.910000002,2002521.1100000022,31,2371704.380000002,-0.4113695653756053,2021-11,2021
2021-11-24,2359836.4400000023,2011559.5600000022,30,2371704.380000002,-0.5003971026102305,2021-11,2021
2021-11-26,2355751.470000002,2027557.0600000022,29,2371704.380000002,-0.6726348416154687,2021-11,2021
2021-11-29,2353618.090000002,2045526.2100000023,27,2371704.380000002,-0.7625861870694028,2021-11,2021
2021-11-30,2350238.6900000023,2066357.6100000022,25,2371704.380000002,-0.9050744342766667,2021-11,2021
2021-12-01,2345897.4000000022,2086863.5300000021,23,2371704.380000002,-1.0881195910259254,2021-12,2021
2021-12-02,2344185.8300000024,2097804.380000002,22,2371704.380000002,-1.1602858362980206,2021-12,2021
2021-12-03,2341106.3700000024,2109569.0600000024,21,2371704.380000002,-1.2901274820768238,2021-12,2021
2021-12-06,2338826.8600000027,2132881.0700000026,19,2371704.380000002,-1.3862402193649246,2021-12,2021
2021-12-07,2339485.5400000024,2167161.6800000025,16,2371704.380000002,-1.3584677867820871,2021-12,2021
2021-12-08,2340578.0600000024,2157164.7800000026,17,2371704.380000002,-1.312403023854086,2021-12,2021
