total_return,ann_return,sharpe,max_dd,trades,win_rate,pf,lookback_months,entry_pct,exit_pct,config
79.57763999999999,7.056432531326329,0.2155942911358344,-16.413703669850868,262,45.80152671755725,2.7276929228603204,12,25.0,25.0,LB12m_E25_X25
78.85257400000005,7.0059979829582675,0.21400255549007297,-16.122116728601192,201,47.2636815920398,3.0881796217912796,12,20.0,25.0,LB12m_E20_X25
76.08731399999998,6.811977217117415,0.21148623072108963,-11.257610437186875,145,52.41379310344828,3.321024760041797,6,10.0,30.0,LB6m_E10_X30
74.57712200000005,6.704877228462736,0.2057084464603453,-14.658851179774828,170,46.470588235294116,2.932908266032881,18,20.0,25.0,LB18m_E20_X25
73.6738420000001,6.640426432435476,0.18469084298174115,-16.345917773009916,85,47.05882352941176,3.9889752196870947,12,10.0,40.0,LB12m_E10_X40
70.98091999999998,6.446507951251235,0.18440263630053183,-16.003166791702093,87,55.172413793103445,3.7624057348002826,18,15.0,40.0,LB18m_E15_X40
67.90974199999987,6.222029566140108,0.165014916422477,-10.124615182523085,209,48.32535885167464,2.5648003186556867,6,15.0,25.0,LB6m_E15_X25
69.847096,6.3640525165602035,0.16201491839517587,-15.58439391669935,133,47.368421052631575,3.289047775873605,12,15.0,25.0,LB12m_E15_X25
69.0278120000001,6.3041682597985815,0.15711187819952246,-15.4680652612145,87,47.12643678160919,3.835393230559932,12,10.0,35.0,LB12m_E10_X35
66.85846800000002,6.144356031658282,0.14740012893701823,-16.20171348356152,156,42.30769230769231,2.696757009258805,9,15.0,35.0,LB9m_E15_X35
66.3174580000001,6.104214771620886,0.1399093414176151,-14.76002543843194,88,47.72727272727273,3.861706026032341,12,10.0,30.0,LB12m_E10_X30
64.99616999999994,6.005692234784443,0.1397870960952989,-14.85859794021884,100,48.0,3.263840195530682,18,15.0,30.0,LB18m_E15_X30
65.00468200000003,6.006329164060298,0.13297076733133803,-16.77240154083849,150,42.0,2.7007909353704154,9,15.0,40.0,LB9m_E15_X40
64.09036199999996,5.9377466450902805,0.13248799260448405,-15.209596968377504,97,49.48453608247423,3.274611454966142,18,15.0,35.0,LB18m_E15_X35
64.28150000000001,5.95211164049132,0.12994883545972455,-15.003293667233974,121,45.45454545454545,3.0751664852889165,9,10.0,35.0,LB9m_E10_X35
63.713114000000104,5.90935109608095,0.12534472765818244,-15.686551448665156,158,41.77215189873418,2.5669515311421387,9,15.0,30.0,LB9m_E15_X30
61.846537999999995,5.767997014632376,0.11199884768986593,-14.753293815229554,122,45.90163934426229,2.904722709874234,9,10.0,30.0,LB9m_E10_X30
61.307511999999974,5.726909053581153,0.1100474881051983,-14.498703525287016,108,43.51851851851852,3.102013919381456,18,15.0,25.0,LB18m_E15_X25
60.2560719999999,5.646411348084013,0.10274133179712207,-10.727357994811399,169,40.828402366863905,2.4895878148474284,9,15.0,25.0,LB9m_E15_X25
60.08140400000001,5.632993682102594,0.09875633323054217,-16.506844925580015,119,44.537815126050425,2.9284089987789037,9,10.0,40.0,LB9m_E10_X40
57.96553400000013,5.4694207444015985,0.08455734140864611,-15.552059916286765,93,44.086021505376344,3.4154438643915372,12,10.0,25.0,LB12m_E10_X25
57.76645399999987,5.453930868476609,0.07987289465740476,-10.120849950615453,124,46.774193548387096,2.799016015850871,9,10.0,25.0,LB9m_E10_X25
56.945665999999974,5.389884643205889,0.07191455994338385,-10.834976990224572,150,54.666666666666664,2.7670074758315515,6,10.0,25.0,LB6m_E10_X25
49.592345999999935,4.802513645336992,0.00774570277167168,-15.843105650107775,68,50.0,2.979548354143376,18,10.0,40.0,LB18m_E10_X40
44.52031599999992,4.382314737373161,-0.039153313803686585,-16.040908833759644,73,42.465753424657535,2.6878296115763565,18,10.0,35.0,LB18m_E10_X35
44.19248599999999,4.354709181669247,-0.03976921503505134,-16.479545703952926,74,41.891891891891895,2.6458092904964996,18,10.0,30.0,LB18m_E10_X30
42.64575400000001,4.223710864118102,-0.056951572629320005,-16.232364265163483,77,38.961038961038966,2.6432450150656988,18,10.0,25.0,LB18m_E10_X25
