symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct
BJRI,2019-01-01,2019-07-01,49.73,43.51,201,-1250.2199999999998,-12.50754071988739
DMRC,2019-06-01,2019-07-01,60.48,41.87,165,-3070.65,-30.770502645502653
EXPI,2017-04-01,2019-08-01,1.83,5.24,5464,18632.24,186.33879781420765
NFLX,2017-08-01,2019-08-01,19.06,31.39,524,6460.920000000001,64.69045120671564
ENTA,2017-11-01,2019-08-01,49.39,75.69,202,5312.599999999999,53.249645677262606
EYPT,2019-02-01,2019-08-01,22.25,13.78,449,-3803.03,-38.06741573033708
ADMA,2019-05-01,2019-08-01,4.55,3.49,2197,-2328.8199999999993,-23.296703296703292
SLNO,2019-06-01,2019-08-01,39.73,32.43,251,-1832.2999999999993,-18.37402466649887
VICR,2017-04-01,2019-09-01,16.11,30.33,620,8816.4,88.26815642458101
LPLA,2017-04-01,2019-09-01,39.3,73.68,254,8732.520000000002,87.48091603053439
OLLI,2017-04-01,2019-09-01,33.56,67.98,297,10222.74,102.56257449344459
VKTX,2017-11-01,2019-09-01,2.58,6.89,3875,16701.25,167.05426356589146
PANW,2018-09-01,2019-09-01,38.82,32.91,257,-1518.870000000001,-15.2241112828439
CRNT,2019-01-01,2019-09-01,3.48,2.25,2873,-3533.79,-35.3448275862069
FEIM,2019-02-01,2019-09-01,10.94,8.95,914,-1818.8600000000001,-18.190127970749547
IOVA,2019-06-01,2019-09-01,18.69,20.2,535,807.8499999999989,8.079186730872113
POET,2019-07-01,2019-09-01,3.09,2.83,3236,-841.3599999999993,-8.414239482200635
PRDO,2017-04-01,2019-10-01,8.79,15.24,1137,7333.6500000000015,73.37883959044372
VRNS,2017-04-01,2019-10-01,10.5,20.23,952,9262.960000000001,92.66666666666667
AMZN,2017-06-01,2019-10-01,49.97,86.1,200,7225.999999999999,72.30338202921753
TTGT,2018-03-01,2019-10-01,17.55,22.65,569,2901.8999999999987,29.059829059829045
VNOM,2018-05-01,2019-10-01,28.77,27.81,347,-333.1200000000003,-3.3368091762252416
OCC,2018-10-01,2019-10-01,6.19,3.44,1615,-4441.250000000001,-44.4264943457189
AMTX,2019-06-01,2019-10-01,1.12,1.1,8928,-178.56000000000017,-1.7857142857142905
ATRC,2019-06-01,2019-10-01,29.69,24.63,336,-1700.1600000000008,-17.042775345234094
ARQ,2019-08-01,2019-10-01,12.81,14.12,780,1021.799999999999,10.226385636221691
BOOM,2017-04-01,2019-11-01,12.22,45.33,818,27083.98,270.9492635024549
VCEL,2018-01-01,2019-11-01,5.29,16.17,1890,20563.200000000004,205.6710775047259
RFIL,2018-04-01,2019-11-01,4.72,5.93,2118,2562.7799999999997,25.635593220338993
AXON,2018-05-01,2019-11-01,42.01,53.16,238,2653.7,26.541299690549856
KALV,2018-09-01,2019-11-01,17.41,11.25,574,-3535.84,-35.3819643882826
BPOP,2019-05-01,2019-11-01,58.13,55.19,172,-505.68000000000086,-5.057629451230006
OMER,2019-09-01,2019-11-01,18.92,16.5,528,-1277.760000000001,-12.790697674418617
LNTH,2019-10-01,2019-11-01,25.72,20.34,388,-2087.4399999999996,-20.917573872472783
EYPT,2019-10-01,2019-11-01,18.33,22.31,545,2169.1000000000004,21.713038734315337
RUN,2018-06-01,2019-12-01,11.7,13.63,854,1648.2200000000012,16.495726495726505
TBCH,2018-06-01,2019-12-01,17.49,8.3,571,-5247.489999999999,-52.54431103487707
ENSG,2018-09-01,2019-12-01,39.15,43.71,255,1162.8000000000006,11.647509578544057
CLNE,2019-08-01,2019-12-01,2.67,1.88,3745,-2958.55,-29.588014981273414
WLDN,2019-09-01,2019-12-01,37.14,27.94,269,-2474.7999999999997,-24.771136241249327
CYTK,2019-09-01,2019-12-01,14.19,9.91,704,-3013.1199999999994,-30.162085976039464
VKTX,2019-10-01,2019-12-01,6.7,7.08,1492,566.9599999999998,5.671641791044779
DMRC,2019-10-01,2019-12-01,39.16,31.71,255,-1899.7499999999989,-19.024514811031658
PRTA,2019-11-01,2019-12-01,9.1,12.4,1098,3623.400000000001,36.26373626373627
VNET,2019-11-01,2019-12-01,8.27,6.93,1209,-1620.0599999999997,-16.20314389359129
STAA,2017-12-01,2020-01-01,17.38,35.82,575,10603.0,106.09896432681242
AMSC,2018-12-01,2020-01-01,9.16,7.99,1091,-1276.47,-12.772925764192134
WIX,2019-02-01,2020-01-01,108.55,121.22,92,1165.64,11.672040534315986
IDXX,2019-06-01,2020-01-01,251.2,264.66,39,524.9400000000014,5.3582802547770925
CECO,2019-06-01,2020-01-01,8.9,7.6,1123,-1459.9000000000008,-14.60674157303371
FIVE,2018-05-01,2020-02-01,71.18,117.98,140,6552.0,65.74880584433829
PACB,2018-12-01,2020-02-01,7.6,4.76,1315,-3734.6,-37.36842105263158
IPAR,2018-12-01,2020-02-01,59.98,70.36,166,1723.0800000000004,17.30576858952986
LOCO,2019-12-01,2020-02-01,14.54,12.42,687,-1456.4399999999994,-14.580467675378262
DGII,2019-12-01,2020-02-01,18.95,16.01,527,-1549.3799999999987,-15.514511873350912
FAST,2020-01-01,2020-02-01,18.09,17.26,552,-458.15999999999906,-4.588170259812041
FOXF,2017-04-01,2020-03-01,29.0,68.14,344,13464.16,134.96551724137933
CDNA,2018-04-01,2020-03-01,7.85,25.13,1273,21997.440000000002,220.12738853503186
SPSC,2018-11-01,2020-03-01,46.43,53.46,215,1511.4500000000003,15.141072582382087
CAMT,2019-01-01,2020-03-01,6.28,10.71,1592,7052.560000000001,70.54140127388536
NSIT,2019-10-01,2020-03-01,55.79,53.42,179,-424.22999999999956,-4.248073131385544
QCOM,2019-11-01,2020-03-01,82.29,78.73,121,-430.7600000000003,-4.3261635678697345
LNTH,2019-12-01,2020-03-01,20.55,15.87,486,-2274.480000000001,-22.773722627737236
KALV,2019-12-01,2020-03-01,14.17,13.1,705,-754.3500000000003,-7.551164431898383
CROX,2018-04-01,2020-04-01,16.3,16.78,613,294.24000000000024,2.944785276073625
CRMD,2018-11-01,2020-04-01,4.1,3.43,2439,-1634.1299999999987,-16.341463414634138
AGYS,2018-11-01,2020-04-01,16.14,15.4,619,-458.0600000000001,-4.5848822800495626
UPBD,2019-01-01,2020-04-01,16.17,13.64,618,-1563.5400000000006,-15.646258503401366
CRVL,2019-07-01,2020-04-01,28.6,17.07,349,-4023.9700000000003,-40.31468531468532
MANH,2019-08-01,2020-04-01,89.04,49.98,112,-4374.720000000001,-43.86792452830189
CTAS,2019-08-01,2020-04-01,66.17,41.19,151,-3771.9800000000005,-37.75124678857489
SNBR,2019-11-01,2020-04-01,48.32,18.79,206,-6083.18,-61.11341059602648
TREE,2019-12-01,2020-04-01,365.35,166.55,27,-5367.6,-54.41357602299165
RDNT,2019-12-01,2020-04-01,19.6,9.51,510,-5145.900000000001,-51.4795918367347
IESC,2020-01-01,2020-04-01,26.0,17.07,384,-3429.12,-34.34615384615385
TQQQ,2020-01-01,2020-04-01,11.07,5.56,903,-4975.530000000001,-49.77416440831075
VCEL,2020-01-01,2020-04-01,17.43,8.41,573,-5168.46,-51.74985656913368
IBRX,2020-02-01,2020-04-01,6.72,2.99,1488,-5550.239999999999,-55.50595238095237
OPCH,2020-02-01,2020-04-01,17.53,9.09,570,-4810.800000000001,-48.14603536794068
POET,2020-03-01,2020-04-01,3.99,2.76,2506,-3082.380000000001,-30.827067669172937
RUN,2020-03-01,2020-04-01,21.1,10.37,473,-5075.290000000001,-50.85308056872039
SMCI,2020-03-01,2020-04-01,2.57,2.07,3891,-1945.5,-19.455252918287936
HROW,2019-01-01,2020-05-01,4.85,4.4,2061,-927.4499999999986,-9.278350515463906
TTEK,2019-07-01,2020-05-01,15.62,15.21,640,-262.39999999999895,-2.624839948783597
LAKE,2020-03-01,2020-05-01,18.13,13.9,551,-2330.729999999999,-23.331494760066185
GLDD,2018-12-01,2020-06-01,7.18,9.39,1392,3076.320000000001,30.779944289693617
VRSK,2019-04-01,2020-06-01,133.14,168.34,75,2640.0000000000014,26.43833558660058
MGNI,2019-04-01,2020-06-01,6.05,6.3,1652,413.0,4.132231404958686
PPC,2019-11-01,2020-06-01,21.35,12.44,468,-4169.880000000001,-41.73302107728338
BRKR,2019-11-01,2020-06-01,45.86,44.31,218,-337.8999999999994,-3.3798517226340974
VNET,2020-03-01,2020-06-01,15.46,14.14,646,-852.7200000000001,-8.538163001293665
ICLN,2020-03-01,2020-06-01,13.21,12.04,757,-885.6900000000013,-8.856926570779722
NSSC,2018-12-01,2020-07-01,8.07,11.57,1239,4336.5,43.370508054522915
CYBR,2019-01-01,2020-07-01,69.57,98.25,143,4101.240000000001,41.22466580422597
COST,2019-04-01,2020-07-01,217.31,276.99,46,2745.28,27.463071188624543
TRI,2019-06-01,2020-07-01,66.63,69.91,150,492.00000000000017,4.922707489119027
RGLD,2019-09-01,2020-07-01,134.83,121.07,74,-1018.2400000000014,-10.205443892308852
AAON,2019-11-01,2020-07-01,32.9,35.48,303,781.7399999999994,7.841945288753793
AMBA,2020-01-01,2020-07-01,61.1,44.62,163,-2686.2400000000007,-26.972176759410804
SYNA,2020-03-01,2020-07-01,66.66,58.13,150,-1279.499999999999,-12.796279627962793
SLNO,2020-06-01,2020-07-01,58.22,30.18,171,-4794.84,-48.16214359326692
UPBD,2020-06-01,2020-07-01,26.18,26.77,381,224.78999999999994,2.2536287242169495
RPD,2018-05-01,2020-08-01,28.2,58.45,354,10708.500000000002,107.26950354609932
EHTH,2018-06-01,2020-08-01,21.35,68.81,468,22211.28,222.2950819672131
REGN,2020-04-01,2020-08-01,468.86,628.79,21,3358.529999999999,34.1103954272064
META,2020-06-01,2020-08-01,235.21,236.54,42,55.85999999999933,0.5654521491433195
CLDX,2020-07-01,2020-08-01,13.75,10.71,727,-2210.0799999999995,-22.109090909090902
ASND,2017-10-01,2020-09-01,36.3,141.06,275,28809.0,288.5950413223141
AMKR,2019-11-01,2020-09-01,12.79,11.93,781,-671.6599999999995,-6.7240031274433125
CRUS,2019-11-01,2020-09-01,64.17,60.59,155,-554.8999999999997,-5.578930964625206
POET,2020-05-01,2020-09-01,4.06,3.92,2463,-344.8199999999992,-3.4482758620689613
SMCI,2020-05-01,2020-09-01,2.27,2.7,4405,1894.1500000000008,18.942731277533053
SMMT,2020-05-01,2020-09-01,3.51,3.54,2849,85.47000000000071,0.8547008547008517
RMBS,2020-06-01,2020-09-01,15.77,13.24,634,-1604.0199999999995,-16.043119847812292
STAA,2020-07-01,2020-09-01,63.86,47.0,156,-2630.16,-26.40150328844347
MGNX,2020-07-01,2020-09-01,30.31,27.17,329,-1033.059999999999,-10.359617288023749
MVIS,2020-07-01,2020-09-01,1.49,1.55,6711,402.66000000000037,4.026845637583887
FTNT,2018-05-01,2020-10-01,11.08,23.54,902,11238.92,112.45487364620939
SSRM,2019-08-01,2020-10-01,16.53,17.72,604,718.7599999999986,7.1990320629159
UFPI,2019-11-01,2020-11-01,52.98,49.52,188,-650.4799999999989,-6.5307663269158045
PDFS,2020-02-01,2020-11-01,16.24,19.1,615,1758.900000000002,17.610837438423665
AMAT,2020-03-01,2020-11-01,59.13,58.16,169,-163.930000000001,-1.64045323862676
MANH,2020-05-01,2020-11-01,68.71,87.17,145,2676.700000000001,26.866540532673568
QCOM,2020-08-01,2020-11-01,98.62,124.56,101,2619.9399999999996,26.302981139728242
SSSS,2020-08-01,2020-11-01,13.06,8.32,765,-3626.1000000000004,-36.29402756508423
ALTS,2020-09-01,2020-11-01,7.95,3.72,1257,-5317.110000000001,-53.20754716981132
TARA,2020-10-01,2020-11-01,16.17,19.28,618,1921.9799999999996,19.23314780457637
CWST,2017-04-01,2020-12-01,14.2,60.35,704,32489.600000000006,325.0
WING,2017-04-01,2020-12-01,12.85,122.32,778,85167.66,851.9066147859922
CPRT,2018-03-01,2020-12-01,11.96,28.48,836,13810.72,138.1270903010033
TNDM,2018-10-01,2020-12-01,41.66,90.38,240,11692.8,116.94671147383585
MSFT,2019-01-01,2020-12-01,97.77,213.21,102,11774.880000000001,118.07302853636088
CYTK,2020-02-01,2020-12-01,12.4,16.71,806,3473.8600000000006,34.75806451612904
LAKE,2020-07-01,2020-12-01,23.17,19.9,431,-1409.3700000000013,-14.113077255071227
MASI,2019-04-01,2021-01-01,137.57,267.3,72,9340.560000000001,94.30108308497493
ISSC,2019-06-01,2021-01-01,3.3,6.32,3030,9150.600000000002,91.51515151515153
AVXL,2020-03-01,2021-01-01,4.36,5.74,2293,3164.3399999999997,31.65137614678899
WIX,2020-06-01,2021-01-01,224.02,257.15,44,1457.7199999999984,14.78885813766626
LWAY,2020-09-01,2021-01-01,5.04,5.52,1984,952.319999999999,9.523809523809511
AMZN,2020-09-01,2021-01-01,174.19,164.12,57,-573.9899999999996,-5.781043687926967
LULU,2018-06-01,2021-02-01,111.38,328.59,89,19331.69,195.01705871790267
PCTY,2018-07-01,2021-02-01,59.1,191.78,169,22422.920000000002,224.50084602368867
IOVA,2019-12-01,2021-02-01,22.45,42.8,445,9055.749999999998,90.64587973273942
SOXX,2020-04-01,2021-02-01,68.05,134.23,146,9662.279999999999,97.252020573108
AMKR,2020-12-01,2021-02-01,14.37,15.99,695,1125.9000000000008,11.27348643006263
PODD,2017-09-01,2021-03-01,58.63,258.96,170,34056.1,341.68514412416846
SLP,2017-10-01,2021-03-01,15.41,69.49,648,35043.84,350.94094743672935
QMCO,2019-09-01,2021-03-01,120.31,165.24,83,3729.1900000000005,37.345191588396645
SPNS,2019-09-01,2021-03-01,18.34,31.66,545,7259.400000000001,72.62813522355506
KLAC,2019-10-01,2021-03-01,161.34,322.63,61,9838.689999999999,99.96900954506012
ARDX,2019-12-01,2021-03-01,7.22,6.57,1385,-900.2499999999993,-9.002770083102485
MRVL,2020-04-01,2021-03-01,22.92,48.24,436,11039.52,110.47120418848166
LYTS,2020-05-01,2021-03-01,6.26,9.25,1597,4775.030000000001,47.76357827476039
QCOM,2020-12-01,2021-03-01,146.72,136.89,68,-668.4400000000009,-6.699836423118876
DVAX,2021-02-01,2021-03-01,7.36,8.73,1358,1860.46,18.614130434782616
INSG,2018-11-01,2021-04-01,34.96,93.81,286,16831.100000000002,168.33524027459953
IDN,2019-06-01,2021-04-01,4.61,7.63,2169,6550.379999999999,65.50976138828632
TER,2019-11-01,2021-04-01,63.14,119.39,158,8887.5,89.08774152676591
AVDL,2020-03-01,2021-04-01,10.4,8.63,961,-1700.9699999999996,-17.019230769230763
GOGO,2020-10-01,2021-04-01,9.2,9.37,1086,184.61999999999992,1.8478260869565277
