config,type,total_return,ann_return,max_dd,sharpe,win_rate,profit_factor,total_trades,final_value
LB6m_E20_X35,conservative,253.5499579999996,15.84520902183002,-37.80294949640531,0.5545237474813974,44.28668018931711,2.632764984519934,1479,3535499.5799999963
LB18m_E25_X40,aggressive,310.9557150000002,17.89319080918734,-41.59507172980201,0.5573184729820466,45.38922155688623,3.893624793218378,835,4109557.1500000022
